card_id,chinese,pinyin,english
1zWmQSr4JQUVKHKeey0WwD,我喜欢在图书馆学习。,wǒ xǐ huan zài tú shū guǎn xué xí。,I like to study in the library.
ajEdPxDV0mjuzzd43SUOpC,你完全误解了我的意思。,nǐ wán quán wù jiě le wǒ de yì si。,You mistook my meaning entirely.
VYDouAodexAjLMs5szdHy5,你完全误解了我的意思。,nǐ wán quán wù jiě le wǒ de yì si。,You mistook my meaning entirely.
LSBi6TzuqVqf8uYt8MHboA,在那个班里我跟不上。,zài nèi gè bān lǐ wǒ gēn bù shàng。,I was out of my depth in that class.
O8oh4uu1tJUwUkwQp67pt4,我的钟一定是坏了。,wǒ de zhōng yī dìng shì huài le。,There must be something wrong with my clock.
DWFnunhd8HaKhBSkqgWY2m,天有点阴，可能下雨。,tiān yǒu diǎn yīn， kě néng xià yǔ。,It's a bit overcast; it might rain.
1RhaNMTF6lQwKfJLcsEpZ8,我已经校对完二十页了。,wǒ yǐ jīng xiào duì wán èr shí yè le。,I have proofread twenty pages.
jq6lzpLKftQqEAC7wEbOal,她是饭店的女服务员。,tā shì fàn diàn de nu:3 fú wù yuán。,She is a waitress in a restaurant.
8jqUKKiNvxBox0txOyftqn,再见了，很高兴见到你。,zài jiàn le， hěn gāo xìng xiàn dào nǐ。,Good-bye. Nice seeing you.
aCyqRLRe5c6pJqWgRfkh3e,事故发生在六点钟。,shì gù fā shēng zài liù diǎn zhōng。,The accident happened at six o'clock.
jWlihv1K6xViBrOlFyWGoM,"他们六时来的, 九时走的.","tā men liù shí lái de,  jiǔ shí zǒu de.",They came at six and went at nine.
LzxN4pspsXynWOCMtPzvJh,我们说服她参加了宴会。,wǒ men shuō fú tā cān jiā le yàn huì。,We argued her into joining us.
5D7KsOR0btBHFUYT7nxjpa,我不知道该从哪里着手。,wǒ bù zhī dào gāi zòng nǎ li zhū shǒu。,I don't know where to begin.
0ZR5GzB3sxyCdJVXIbAjCK,这是为了对她自己有好处。,zhè shì wèi le duì tā zì jǐ yǒu hǎo chu。,It is for her own good.
R0MCbzt3eLhhtsQ6dT1JNa,他住在学校的宿舍里。,tā zhù zài xué xiào de sù shè lǐ。,He hangs out in the school dormitory.
rc4b8TGxsWKMYbFUqhSbAr,我的新家在第十六层。,wǒ de xīn jiā zài dì shí liù céng。,My new house is on the sixteenth floor.
tMB76UtauEeVxahVBNaiaB,这座桥现在可以通行。,zhè zuò qiáo xiàn zài kě yǐ tōng xíng。,The bridge is now open to traffic.
hrqrkCyawS1uNQUlOhvXJ1,他一句中文都不会说。,tā yī jù Zhōng wén dōu bù huì shuō。,He couldn't talk a word of Chinese.
p5JDCOTStB3OTscXx08SN3,她把我介绍给她的朋友。,tā bǎ wǒ jiè shào jǐ tā de péng you。,She introduced me to her friend.
qDJnrDx7R3hJKMaeumZcUs,口语体口语化或口语用法,kǒu yǔ tǐ kǒu yǔ huà huò kǒu yǔ yòng fǎ,Colloquial style or quality.
jSVaIPEAVowPcg8mgdDdqr,我很少听见他讲汉语。,wǒ hěn shǎo tīng jiàn tā jiǎng Hàn yǔ。,I seldom hear he speaks Chinese.
VzeW8HKfsyhNc3XR1PQUUg,我只懂得一点法语。,wǒ zhǐ dǒng de yī diǎn fǎ yǔ。,I have only a limited understanding of French.
f6sdSyvoyBwN6AKKFuWBWR,他笑着告诉我这个消息。,tā xiào zhuó gào su wǒ zhè gè xiāo xi。,He told me the news with a laugh.
pV4kUX3Oibn4RYhZcQnK3q,马车夫的工作非常辛苦。,mǎ chē fū de gōng zuò fēi cháng xīn kǔ。,Wagoner's work is very hard.
kgHafuAorL4ex8zUmEtz3F,她提出把汽车借给我用。,tā tí chū bǎ qì chē jiè jǐ wǒ yòng。,She offered me the loan of her car.
q56pCPM0covWC6zcnAvKgJ,我们在图书馆外边见面.,wǒ men zài tú shū guǎn wài bian jiàn miàn.,Let's meet outside the library.
lqeSlapYo7XuI1LRDgr1iy,你和你姐姐都这么说。,nǐ huò nǐ jiě jie dōu zhè me shuō。,You and your sister said so yourselves.
fGAB8rgXHrk3lOcl0tvpW4,他说服女儿改变主意.,tā shuō fú nu:3 ér gǎi biàn zhǔ yi.,He persuaded his daughter to change her mind.
avi7WUJIwWxztVZR5qb8D0,这棵苹果树很少结果。,zhè kē píng guǒ shù hěn shǎo jié guǒ。,The apple tree is seldom fruitful.
ec41fLV8U4IkXwa5IIz1VX,他欢喜得说不出来。,tā huān xǐ de shuō bù chū lai。,"In the fullness of his joy, he could hardly speak."
EOKxQDXZTaG3Z0YZEBeSGs,她将我介绍给她的父母。,tā jiàng wǒ jiè shào jǐ tā de fù mǔ。,She introduced me to her parents.
yfKlrkqU8f6s6sMJjuA5a2,我们都关心她的健康。,wǒ men dōu guān xīn tā de jiàn kāng。,We are all concerned about her health.
r4c2VAkdhH6YTsJHzDVIEU,已经出现了一些问题.,yǐ jīng chū xiàn le yī xiē wèn tí.,A number of (ie some) problems have arisen.
7i1LeeySXNLmCUaXIvxWB2,那个学生昨天丢了书。,nèi gè xué sheng zuó tiān diū le shū。,That student lost his book yesterday.
TqYLLQ4z0NgYGBb6EztMGF,当父母可是件辛苦的事。,dàng fù mǔ kě shì jiàn xīn kǔ de shì。,Being a parent can be hard work.
ptp6IBnv3Vwe4Tf21LwSa4,他去邮局买些邮票。,tā qù yóu jú mǎi xiē yóu piào。,He went to the post-office to buy some stamps.
3oQM7qvzgrcqZdm6SUV6qk,书页因年久而变黄。,shū yè yīn nián jiǔ ér biàn huáng。,The leaves of the book had yellowed with age.
LeywIhgLBZIiERPIQNJoIb,领导做了英明的决定。,lǐng dǎo zuò le yīng míng de jué dìng。,The leader made a sagacious decision.
qWjlUvqZxi0YPsuw7QEn0n,让我们友好地谈话。,ràng wǒ men yǒu hǎo de tán huà。,Let's keep the conversation on a friendly plane.
mutIVpBzb6s14ZsnFgsr1O,星期日是一周的第一天。,xīng qī rì shì yī zhōu de dì yī tiān。,Sunday is the first day of the week.
jRglAW7RwE8si20V2K6x3c,他的意见没多少影响。,tā de yì jiàn mò duō shao yǐng xiǎng。,His opinion doesn't carry much weight.
lcV6pYIdV22oTkmDyPjKfV,你双手手指的总数是10。,nǐ shuāng shǒu shǒu zhǐ de zǒng shù shì10。,The number of your finger is ten.
0t6pzftZWAHGIQpcw7a8Pg,你双手手指的总数是10。,nǐ shuāng shǒu shǒu zhǐ de zǒng shù shì10。,The number of your finger is ten.
EMwzGazjVvGFayP0VEbwWR,"只要天一放晴,我们就去。","zhǐ yào tiān yī fàng qíng, wǒ men jiù qù。","If only it clears up, we'll go."
WOeYeflmCXCNVFx8Bu1CXM,全校在大礼堂集合.,quán xiào zài dà lǐ táng jí hé.,The whole school (was) assembled in the main hall.
pBhYvdanQldFW6ZEopROEY,他住在一个舒适的小屋里。,tā zhù zài yī gè shū shì de xiǎo wū lǐ。,He lives in a cosy little room.
tSbbtSsjW6uR0jU0nfIwmq,他给她叫了一辆出租汽车。,tā jǐ tā jiào le yī liàng chū zū qì chē。,He called her a taxi.
Wdz6hz3Kn2uYjDamK0KQaq,请原谅我的字写得不好。,qǐng yuán liàng wǒ de zì xiě de bù hǎo。,Please excuse my bad handwriting.
WNc7XOlw6uC1i7BwXM8Y6p,他胜过他班中的同学。,tā shèng guò tā bān zhòng dì tóng xué。,He got the better of his classmates.
ABhQfAqSCxe4zGJd71Vod4,如果天气好，当然可以。,rú guǒ tiān qì hào， dāng rán kě yǐ。,"Certainly, if the weather is fine."
Rbt41KXlJ67QGIQQ4qnPuv,两把椅子坐起来都不舒服。,liǎng bǎ yǐ zi zuò qǐ lai dōu bù shū fu。,Neither chair is comfortable.
UWnxZ0TpvfwhNdgxprPh3S,你我都不会说汉语.,nǐ wǒ dōu bù huì shuō Hàn yǔ.,You're no more capable of speaking Chinese than I am.
e3TENFmWLDJT65qf6YC45G,云是天空中的水汽团。,yún shì tiān kōng zhòng dì shuǐ qì tuán。,A cloud is a mass of vapor in the sky.
WRIlDtuHkjDfHKLkauwGaO,这二人一见钟情。,zhè èr rén yī xiàn zhōng qíng。,The two fell in love with each other at the first sight.
14ZrG3ZzitmeF1aaf5x8S0,我们今年取得了大丰收。,wǒ men jīn nián qǔ dé le Dà fēng shōu。,We have a plenteous harvest this year.
DNfxPbTfMXWRvanfVVYYhl,他们都往同一方向走了.,tā men dōu wàng tóng yī fāng xiàng zǒu le.,They all went off in one direction.
QRPRBNv7VzbfrJRawTx0Rq,还好我们没有跟着他。,hái hǎo wǒ men méi yǒu gēn zhe tā。,It is just as well that we did not follow him.
FSvP5eeM1caYoiObESBwz7,他们一步不停地走了过去。,tā men yí bù bù tíng de zǒu le guò qu。,They walked past without stopping
DZdxoVIsN0x4fGee0rI8Iz,以前在那里有一个邮局。,yǐ qián zài nà li yǒu yī gè yóu jú。,There used to be a post office there.
T5slToRU4XFmuhhdXa1YZH,他想出了一个极好的主意。,tā xiǎng chū le yī gè jí hǎo de zhǔ yi。,He worked out an excellent idea.
nUdZWv7SMcFEiS44JgQM6z,上星期天我十点钟起床。,shàng xīng qī tiān wǒ shí diǎn zhōng qǐ chuáng。,I got up at ten last Sunday.
tVn3w40vxR3eMNF5nnILHO,中国是一个发展中国家。,Zhōng guó shì yī gè fā zhǎn Zhōng guó jiā。,China is a developing country.
hSevH3pdWbPBVZmfFwtGEt,星期日是一周的第一天。,xīng qī rì shì yī zhōu de dì yī tiān。,Sunday is the first day of the week.
iTbATapOZf6UpqfqsE27rX,我中午通常只吃点心.,wǒ zhōng wǔ tōng cháng zhǐ jí diǎn xīn.,Usually I only have a snack at lunchtime.
Sfdpa8vCF5sV72jGFzD0rR,黑板在教室的前面。,hēi bǎn zài jiào shì de qián mian。,The blackboard is in the front of the classroom.
KbAEJigaIWZxuNQvtZC6AI,他是世界上最富有的人。,tā shì shì jiè shàng zuì fù yǒu de rén。,He is the richest man in the world.
XQXms1teHErX2B7LbVWjgG,不休息我们就走不动了。,bù xiū xī wǒ men jiù zǒu bù dòng le。,We can't go any farther without a rest.
RexEMOwMJq33tONwW2mRe3,每个母亲都爱她的孩子。,měi gè mǔ qīn dōu ài tā de hái zi。,Every mother has affection for her children.
p8JWX2NjLi35ZEbBxwexLe,他不该做那事是有必要的。,tā bù gāi zuò nà shì shì yǒu bì yào de。,It is important that he not do it.
5BT117Zaq4gebQI8Rgkvkz,这次迟到不是我们的错。,zhè cì chí dào bú shì wǒ men de cuò。,It was not our fault that we were late.
fWJXJdaFNuCotRK8AW5vyg,我们今年取得了大丰收。,wǒ men jīn nián qǔ dé le Dà fēng shōu。,We have a plenteous harvest this year.
1ERbYoyIHuwzsv4EIeuo7l,我们明天将一起吃午饭。,wǒ men míng tiān jiàng yī qǐ jí wǔ fàn。,We will eat lunch together tomorrow.
KrXNoobRx3STaaXEYXlf8M,对不起，我忘了你的名字。,duì bù qǐ， wǒ wàng le nǐ de míng zi。,I'm sorry; I've forgotten your name.
AwtbIVfJbLRzNezQa2iuMG,请医生开点咳嗽药.,qǐng yī shēng kāi diǎn ké sou yào.,Ask the doctor to prescribe something for that cough.
Blhpn4r7wSRvGUQaCaWaZv,她走进内室去换衣服。,tā zǒu jìn nèi shì qù huàn yī fu。,She went into the inner room to change her dress.
x1iMjgeH52wEEFmEX242RW,我们深深感谢你的支持。,wǒ men shēn shēn gǎn xiè nǐ de zhī chí。,We are deeply grateful for your support.
z4BYNnajvrn1oHcYNtZI6R,他没有努力工作的动力。,tā méi yǒu nǔ lì gōng zuò de dòng lì。,He hasn't much incentive to work hard.
y2YEewbX2AWX6hLIbNWYkz,这些苹果不熟，是酸的。,zhè xie píng guǒ bù shú， shì suān de。,These apples are not ripe; they are sour.
p0Z0vYsvd4OFeCn7QW1Pfp,她穿着一件深蓝色的上衣。,tā chuān zhuó yī jiàn Shēn lán shǎi de shàng yī。,She wore a dark blue coat.
D251dhFF6UDRTwauciCjSQ,这些苹果不熟，是酸的。,zhè xie píng guǒ bù shú， shì suān de。,These apples are not ripe; they are sour.
Gl3qQYS67puBjApErkWZCb,丰年时人人都吃得饱。,fēng nián shí rén rén dōu jí de bǎo。,In years of plenty everyone has plenty to eat.
FiMii5ig8GrbC7vX5b4Qs4,他向我提了一些很好的意见。,tā xiàng wǒ tí le yī xiē hěn hǎo de yì jiàn。,He gave me some good advice.
HC6bPZToamkeBjmzzkFlUO,你应该好好利用这个机会。,nǐ yīng gāi hǎo hǎo lì yòng zhè gè jī huì。,You should take advantage of it.
CMviZjLB7Hgh8GKiHLyVfV,我们想去参加化装舞会。,wǒ men xiǎng qù cān jiā huà zhuāng wǔ huì。,We want to join in the masquerade.
faRTW3EECvnpJrKj5BgVyG,休息一下对你会有好处的。,xiū xi yī xià duì nǐ kuài yǒu hǎo chu de。,It'll do you good to have a rest.
w2k3ZhbgXc2hhL15uUd8PF,你的雨衣系上带子更好看.,nǐ de yǔ yī xì shàng dài zi gèng hǎo kàn.,Your mackintosh looks better belted.
DpYhK7vRUKxZPjjsj3wYdZ,别客气，我又不是外人。,biè kè qì， wǒ yòu bú shì wài rén。,Don't stand on ceremony. I'm no stranger.
aKMea5dlaB0TSXyxn6hwcJ,她一点儿也不像那么大年纪.,tā yī diǎnr yě bù xiàng nà me dà nián jì.,She doesn't look her age at all.
eaMUaKtY3qeJDrqtVOCG6m,他们拿那位老人开玩笑。,tā men ná nà wèi lǎo rén kāi wán xiào。,They are making fun of the old man.
KamtO7cvCLQVV04LYb2B4C,我们必须提高生产水平。,wǒ men bì xū tí gāo shēng chǎn shuǐ píng。,We must increase production levels.
2Kj7u1JPZchBqHfU0rCvwB,他坐在风口上，着凉了。,tā zuò zài fēng kǒu shàng， zháo liáng le。,He sat in a draught and catch a cold.
VgxHMzRCdN8HyQCaUXeyhu,晚课后，男孩子们去睡了。,wǎn kè hòu， nán hái zǐ men qù shuì le。,The boys went to sleep after vespers.
UO0yjRW6GLFRHfjeQSaJ3A,每个学生发了一本课本。,měi gè xué sheng fà le yī běn kè běn。,Each student was issued with a textbook.
H7HGBmxv6nM76MbQNpUHza,要是我再有一次机会就好了。,yào shì wǒ zài yǒu yī cì jī huì jiù hào le。,If only I had another chance.
RWJtk1paaWhjJunwczt1nh,这种菜好吃不好做.,zhè zhǒng cài hǎo chī bù hǎo zuò.,This dish is delicious but rather a trouble to prepare.
40faS2CbWVBg1KyYel2rEP,他洗澡时想出了这个主意。,tā xǐ zǎo shí xiǎng chū le zhè gè zhǔ yi。,The idea came to him in his bath.
a4IvktgaUr7kpMzxPGOuNw,他们之间的交易告吹了。,tā men zhī jiān de jiāo yì gào chuī le。,The transaction between them was dismissed.
zFOL6K48QiCkqdYjzEkSHp,他用一把刀子将苹果切开。,tā yòng yī bǎ dāo zi jiàng píng guǒ qiè kāi。,He cleaved an apple with a knife.
NiNNSo6zAE3fZ8I0txpIhH,我没有注意到他已经走了。,wǒ méi yǒu zhù yì dào tā yǐ jīng zǒu le。,I failed to note that he had left.
JdimDTWfp7QFOX8GTVVdml,孩子们假装开商店玩儿.,hái zi men jiǎ zhuāng kāi shāng diàn wánr.,The children were playing at keeping shop.
p4s87ZawsMMevn0XpodNHS,我们在旁边的地里放羊。,wǒ men zài páng biān de de lǐ fàng yáng。,We are grazing the sheep in the next field.
pVMxACQso5LJNtV2dyKx8r,那些男孩子们渴望下课。,nà xiē nán hái zǐ men kě wàng xià kè。,The boys were itching for the lesson to end.
4foA7mXtGZnBYr0wBFWB4B,夏天他总是高高兴兴的。,xià tiān tā zǒng shì gāo gāo xìng xìng de。,He's always full of cheer in summer.
ptW10VAd4jp1EBK8EGbX6A,我们一星期三节化学课。,wǒ men yī xīng qī sān jié huà xué kè。,We have three periods of chemistry a week.
80bM7u2jYiyeDpYrDV054x,你不是支持我就是反对我。,nǐ bú shì zhī chí wǒ jiù shì fǎn duì wǒ。,You are either with me or against me.
C7zuMeM0GGhY6PqvpwYfOR,他想当医生或者经商.,tā xiǎng dàng yī shēng huò zhě jīng shāng.,He wants to be a doctor or go into business.
wgh8QIdf40wTJT2BjoveEf,门口有个男人要求见你。,mén kǒu yǒu gè nán rén yāo qiú xiàn nǐ。,Some man at the door is asking to see you.
pXb0cAiSbs1x0V2BcAKDGW,他觉得他们和他地位相等。,tā jué de tā men huò tā dì wèi xiāng děng。,He feels that they are his equals.
dBDVe23keHokxzfIrVPSkx,今年的开始将会更好。,jīn nián de kāi shǐ jiāng huì gèng hǎo。,The commencement of this year will be better.
3LvMnyyENsZXeuCZO7exgl,他们决定开办一家合作社。,tā men jué dìng kāi bàn yī jiā hé zuò shè。,They decided to set up a cooperative.
7vqkQbVzbh1wfiq5aWbaV6,你现在需要的就是放假。,nǐ xiàn zài xū yào de jiù shì fàng jià。,A holiday will be just the thing for you.
Byjjep0eeje2vq3KL3IYtT,她上大学时经常练跑步.,tā shàng dà xué shí jīng cháng liàn pǎo bù.,She used to run when she was at college.
T2GrdFU63KAsyGxe1H0gMs,他是一位非常重要的人物。,tā shì yī wèi fēi cháng zhòng yào de rén wù。,He is a man of great importance.
EyjVWePzasASFnQBwkuWGu,别以为我能相信那件事.,biè yǐ wéi wǒ néng xiāng xìn nà jiàn shì.,You can scarcely expect me to believe that.
Vcq6amP2OMW7FcUA7aapnP,他将他的名字写在清单上。,tā jiàng tā de míng zi xiě zài qīng dān shàng。,He wrote down his name on the list.
ZBA1ohSAUjB5FbnXiZuD2h,这里有很大的活动空间。,zhè lǐ yǒu hěn dà de huó dòng kōng jiān。,There is plenty of space here to move about.
aUgP6aQ6dMzBDXfc4uHhiY,她和我在学院里是同学。,tā huò wǒ zài xué yuàn lǐ shì tóng xué。,She and I were contemporaries at college.
zyrTxvrXyvQ5gWvlDRLpJU,她在电话中说话不太客气.,tā zài diàn huà zhòng shuō huà bù tài kè qì.,She sounded rather off on the phone.
A6N7wP54a3SBstBYaT3aDc,我们在下午四点钟喝茶。,wǒ men zài xià wǔ sì diǎn zhōng hè chá。,We have tea at four o'clock in the afternoon.
4anlH4suKJy4RMStQxMIHR,我在写现代英语的语法书.,wǒ zài xiě xiàn dài Yīng yǔ de yǔ fǎ shū.,I'm writing a grammar of modern English.
nz1PC7AIcHy6yAdOQCiWyr,我想我们能从中学到许多。,wǒ xiǎng wǒ men néng cóng zhōng xué dào xǔ duō。,I think we may learn much from it.
7uil7aMRcBYp5HzeJzBMys,他已经习惯在外面吃饭了。,tā yǐ jīng xí guàn zài wài miàn chī fàn le。,He is used to eating out all the time.
rxzAKEJpQuaJ0vwojegIWa,我们都支持他的科学研究。,wǒ men dōu zhī chí tā de kē xué yán jiū。,We all support his scientific research.
RpncybGdXraNPZajjAX5IG,请给我找一个放糖的容器。,qǐng jǐ wǒ zhǎo yī gè fàng táng de róng qì。,Please find me a receptacle for sugar.
mSZFuPX1VOh1HTqWFIK3A0,我从不错过踢足球的机会。,wǒ cóng bù cuò guò tī zú qiú de jī huì。,I never miss a chance of playing football.
0qizTnXjWf2Us3fv6BIzPl,父亲下午总要睡个午觉。,fù qīn xià wǔ zǒng yào shuì gè wǔ jiào。,Father always takes a nap in the afternoon.
JXQUTCXsaHuORWZKwoLMpF,住寄宿舍比住旅馆便宜.,zhù jì sù shè bì zhù lu:3 guǎn pián yi.,It's cheaper to live in lodgings than in a hotel.
Pij33bO65D3Xo0H1avVZxX,我不喜欢读他的文学批评。,wǒ bù xǐ huan dú tā de wén xué pī píng。,I don't like to read his literary criticism.
nQiHH48i18X46niknokbuB,别把刚才跟你说的事忘了。,biè bǎ gāng cái gēn nǐ shuō de shì wàng le。,Don't forget what I told you just now.
nVGc7gccGJ4ac0hkcwfzGa,好像她已出去好几天了。,hǎo xiàng tā yǐ chū qù hǎo jǐ tiān le。,It looks as if she's gone away for a few days.
m6aFWUgmGTgCQaxrAR1s5z,我从报纸上得知这个消息。,wǒ zòng bào zhǐ shàng dé zhī zhè gè xiāo xi。,I learned this news from the newspaper.
atyYXuaAPyRaIauqr1kLE0,排球是我很喜欢的运动。,pái qiú shì wǒ hěn xǐ huan de yùn dòng。,Volleyball is a sport of which I am very fond.
R04xoRZoEUP6mxMOHOEAOL,他昨天参加了我们的讨论。,tā zuó tiān cān jiā le wǒ men de tǎo lùn。,He joined us in the discussion yesterday.
ra7BZJN6FlXudiftEcj7yn,除我之外，他们都去睡觉了。,chú wǒ zhī wài， tā men dōu qù shuì jiào le。,They all went to sleep except me.
lf8ApPjy0OHP8CwCNm6SOG,今天食堂比往常忙得多.,jīn tiān shí táng bì wǎng cháng máng de duō.,The canteen is more than usually busy today.
ovUkstfOkFNvMEjbgtMmIi,整个工作只需要半个小时。,zhěng gè gōng zuò zhǐ xū yào bàn gè xiǎo shí。,The whole job only takes half an hour.
D1Goanw34z4aeeYdoWJI87,我找不到你寄给我的那封信。,wǒ zhǎo bù dào nǐ jì jǐ wǒ de nà fēng xìn。,I can't trace that letter you sent me.
IBPM440gKYYVhCMFnE7spz,我想我们能从中学到许多。,wǒ xiǎng wǒ men néng cóng zhōng xué dào xǔ duō。,I think we may learn much from it.
